scenario,repetition,scheme,test_gain_vs_no_graph,support_recovery,no_relation
R2_complementary,41,joint,0.21199603597485966,0.8,0.0
R2_complementary,42,no_graph,0.0,0.65,1.0
R2_complementary,42,equal,0.16664280331997555,0.8,0.0
R2_complementary,42,stability_only,0.16664280331997555,0.8,0.0
R2_complementary,42,utility_only,0.19522243277943357,0.8,0.0
R2_complementary,42,joint,0.19522243277943346,0.8,0.0
R2_complementary,43,no_graph,0.0,0.6,1.0
R2_complementary,43,equal,0.03894726539380067,0.75,0.0
R2_complementary,43,stability_only,0.03894726539380067,0.75,0.0
R2_complementary,43,utility_only,0.03894726539380078,0.75,0.0
R2_complementary,43,joint,0.03894726539380067,0.75,0.0
R2_complementary,44,no_graph,0.0,0.7,1.0
R2_complementary,44,equal,0.0981354898903895,0.75,0.0
R2_complementary,44,stability_only,0.09813548989038962,0.75,0.0
R2_complementary,44,utility_only,0.13842667033012718,0.8,0.0
R2_complementary,44,joint,0.13842667033012718,0.8,0.0
R2_complementary,45,no_graph,0.0,0.55,1.0
R2_complementary,45,equal,0.06554769364585084,0.65,0.0
R2_complementary,45,stability_only,0.123417658522404,0.7,0.0
R2_complementary,45,utility_only,0.1234176585224041,0.7,0.0
R2_complementary,45,joint,0.1234176585224041,0.7,0.0
R2_complementary,46,no_graph,0.0,0.7,1.0
R2_complementary,46,equal,0.1465904075556833,0.85,0.0
R2_complementary,46,stability_only,0.14659040755568326,0.85,0.0
R2_complementary,46,utility_only,0.1754260127541747,0.9,0.0
R2_complementary,46,joint,0.17542601275417463,0.9,0.0
R2_complementary,47,no_graph,0.0,0.65,1.0
R2_complementary,47,equal,0.16734971486588007,0.8,0.0
R2_complementary,47,stability_only,0.16734971486588007,0.8,0.0
R2_complementary,47,utility_only,0.2241988929072954,0.85,0.0
R2_complementary,47,joint,0.2241988929072954,0.85,0.0
R2_complementary,48,no_graph,0.0,0.5,1.0
R2_complementary,48,equal,0.28734222603737225,0.75,0.0
R2_complementary,48,stability_only,0.1942990227930872,0.7,0.0
R2_complementary,48,utility_only,0.4037053822725888,0.8,0.0
R2_complementary,48,joint,0.28734222603737225,0.75,0.0
R2_complementary,49,no_graph,0.0,0.75,1.0
R2_complementary,49,equal,0.07350010239672528,0.85,0.0
R2_complementary,49,stability_only,0.017390433948073103,0.85,0.0
R2_complementary,49,utility_only,0.07350010239672522,0.85,0.0
R2_complementary,49,joint,0.06934417321936776,0.9,0.0
R3_adversarial,0,no_graph,0.0,0.65,1.0
R3_adversarial,0,equal,0.13269758909136625,0.8,0.0
R3_adversarial,0,stability_only,0.1326975890913662,0.8,0.0
R3_adversarial,0,utility_only,0.12091297845045645,0.8,0.0
R3_adversarial,0,joint,0.12091297845045645,0.8,0.0
R3_adversarial,1,no_graph,0.0,0.7,1.0
R3_adversarial,1,equal,0.02337944422504501,0.75,0.0
R3_adversarial,1,stability_only,0.02337944422504501,0.75,0.0
R3_adversarial,1,utility_only,0.02337944422504501,0.75,0.0
R3_adversarial,1,joint,0.02337944422504501,0.75,0.0
R3_adversarial,2,no_graph,0.0,0.65,1.0
R3_adversarial,2,equal,0.04628461592943656,0.7,0.0
R3_adversarial,2,stability_only,0.046284615929436446,0.7,0.0
R3_adversarial,2,utility_only,0.10687613421678632,0.75,0.0
R3_adversarial,2,joint,0.10687613421678632,0.75,0.0
R3_adversarial,3,no_graph,0.0,0.75,1.0
R3_adversarial,3,equal,0.04738065711192774,0.75,0.0
R3_adversarial,3,stability_only,0.04738065711192774,0.75,0.0
R3_adversarial,3,utility_only,0.13256398430169075,0.8,0.0
R3_adversarial,3,joint,0.13256398430169075,0.8,0.0
R3_adversarial,4,no_graph,0.0,0.75,1.0
R3_adversarial,4,equal,0.0956276617787154,0.75,0.0
R3_adversarial,4,stability_only,0.09562766177871546,0.75,0.0
R3_adversarial,4,utility_only,0.06729316636275989,0.8,0.0
R3_adversarial,4,joint,0.06729316636276,0.8,0.0
R3_adversarial,5,no_graph,0.0,0.7,1.0
R3_adversarial,5,equal,0.0569043484169901,0.7,0.0
R3_adversarial,5,stability_only,0.0569043484169901,0.7,0.0
R3_adversarial,5,utility_only,0.09000965786012,0.75,0.0
R3_adversarial,5,joint,0.09000965786012,0.75,0.0
R3_adversarial,6,no_graph,0.0,0.7,1.0
R3_adversarial,6,equal,0.025090261304317574,0.75,0.0
R3_adversarial,6,stability_only,0.025090261304317574,0.75,0.0
R3_adversarial,6,utility_only,0.11642425380126131,0.8,0.0
R3_adversarial,6,joint,0.11642425380126148,0.8,0.0
R3_adversarial,7,no_graph,0.0,0.75,1.0
R3_adversarial,7,equal,0.0648523745192186,0.8,0.0
R3_adversarial,7,stability_only,0.0648523745192186,0.8,0.0
R3_adversarial,7,utility_only,0.08870098284811778,0.85,0.0
R3_adversarial,7,joint,0.08870098284811778,0.85,0.0
R3_adversarial,8,no_graph,0.0,0.55,1.0
R3_adversarial,8,equal,-0.035347599432338006,0.55,0.0
R3_adversarial,8,stability_only,-0.035347599432338006,0.55,0.0
R3_adversarial,8,utility_only,0.010535079440192163,0.6,0.0
R3_adversarial,8,joint,0.010535079440192163,0.6,0.0
R3_adversarial,9,no_graph,0.0,0.7,1.0
R3_adversarial,9,equal,0.0009665587339132142,0.7,0.0
R3_adversarial,9,stability_only,0.0009665587339132142,0.7,0.0
R3_adversarial,9,utility_only,0.0009665587339132142,0.7,0.0
R3_adversarial,9,joint,0.0009665587339132142,0.7,0.0
R3_adversarial,10,no_graph,0.0,0.65,1.0
R3_adversarial,10,equal,0.07291519547813463,0.75,0.0
R3_adversarial,10,stability_only,0.07291519547813469,0.75,0.0
R3_adversarial,10,utility_only,0.09847659725329999,0.8,0.0
R3_adversarial,10,joint,0.09847659725329999,0.8,0.0
R3_adversarial,11,no_graph,0.0,0.65,1.0
R3_adversarial,11,equal,0.0,0.65,0.0
R3_adversarial,11,stability_only,0.0,0.65,0.0
R3_adversarial,11,utility_only,0.12310929214587024,0.75,0.0
R3_adversarial,11,joint,0.12310929214587024,0.75,0.0
R3_adversarial,12,no_graph,0.0,0.75,1.0
R3_adversarial,12,equal,-0.0236829013099199,0.75,0.0
R3_adversarial,12,stability_only,-0.0236829013099199,0.75,0.0
R3_adversarial,12,utility_only,0.043112386680735026,0.8,0.0
R3_adversarial,12,joint,0.043112386680735026,0.8,0.0
R3_adversarial,13,no_graph,0.0,0.65,1.0
R3_adversarial,13,equal,0.08226066247391534,0.7,0.0
R3_adversarial,13,stability_only,0.1663382822999983,0.8,0.0
R3_adversarial,13,utility_only,0.1663382822999983,0.8,0.0
R3_adversarial,13,joint,0.1663382822999983,0.8,0.0
R3_adversarial,14,no_graph,0.0,0.6,1.0
R3_adversarial,14,equal,-0.06394899925987163,0.65,0.0
R3_adversarial,14,stability_only,-0.017527810262473076,0.65,0.0
R3_adversarial,14,utility_only,0.11075334161662914,0.8,0.0
R3_adversarial,14,joint,0.11075334161662914,0.8,0.0
R3_adversarial,15,no_graph,0.0,0.7,1.0
R3_adversarial,15,equal,-0.04470787198174375,0.65,0.0
R3_adversarial,15,stability_only,-0.05189318857802988,0.65,0.0
R3_adversarial,15,utility_only,-0.03364063579193982,0.65,0.0
R3_adversarial,15,joint,-0.03364063579193982,0.65,0.0
R3_adversarial,16,no_graph,0.0,0.6,1.0
R3_adversarial,16,equal,-0.034191419234488096,0.6,0.0
R3_adversarial,16,stability_only,-0.034191419234488096,0.6,0.0
R3_adversarial,16,utility_only,0.05520048043258896,0.65,0.0
R3_adversarial,16,joint,0.05520048043258896,0.65,0.0
R3_adversarial,17,no_graph,0.0,0.7,1.0
R3_adversarial,17,equal,0.016640452449453502,0.75,0.0
R3_adversarial,17,stability_only,0.11289867481667887,0.8,0.0
R3_adversarial,17,utility_only,0.12537888345060016,0.8,0.0
R3_adversarial,17,joint,0.12537888345060016,0.8,0.0
R3_adversarial,18,no_graph,0.0,0.75,1.0
R3_adversarial,18,equal,-4.79377472534237e-05,0.8,0.0
R3_adversarial,18,stability_only,0.0006984681139634574,0.8,0.0
R3_adversarial,18,utility_only,0.0,0.75,1.0
R3_adversarial,18,joint,0.0,0.75,1.0
R3_adversarial,19,no_graph,0.0,0.7,1.0
R3_adversarial,19,equal,-0.021046549515451984,0.7,0.0
R3_adversarial,19,stability_only,-0.021046549515451984,0.7,0.0
R3_adversarial,19,utility_only,0.0,0.7,1.0
R3_adversarial,19,joint,0.0,0.7,1.0
R3_adversarial,20,no_graph,0.0,0.55,1.0
R3_adversarial,20,equal,0.17073986905820504,0.65,0.0
R3_adversarial,20,stability_only,0.17073986905820515,0.65,0.0
R3_adversarial,20,utility_only,0.13435914335824273,0.65,0.0
R3_adversarial,20,joint,0.13435914335824273,0.65,0.0
R3_adversarial,21,no_graph,0.0,0.65,1.0
R3_adversarial,21,equal,-0.029561787043070664,0.65,0.0
R3_adversarial,21,stability_only,-0.02956178704307061,0.65,0.0
R3_adversarial,21,utility_only,0.0,0.65,0.0
R3_adversarial,21,joint,0.0,0.65,0.0
R3_adversarial,22,no_graph,0.0,0.55,1.0
R3_adversarial,22,equal,0.1394901419428305,0.6,0.0
R3_adversarial,22,stability_only,0.13949014194283038,0.6,0.0
R3_adversarial,22,utility_only,0.10706582336257509,0.55,0.0
R3_adversarial,22,joint,0.07782823734500877,0.55,0.0
R3_adversarial,23,no_graph,0.0,0.55,1.0
R3_adversarial,23,equal,0.03754770322593293,0.6,0.0
R3_adversarial,23,stability_only,0.03754770322593293,0.6,0.0
R3_adversarial,23,utility_only,0.22230073653356808,0.7,0.0
R3_adversarial,23,joint,0.22230073653356808,0.7,0.0
R3_adversarial,24,no_graph,0.0,0.7,1.0
R3_adversarial,24,equal,-0.028171146377935385,0.7,0.0
R3_adversarial,24,stability_only,-0.03517284119556008,0.7,0.0
R3_adversarial,24,utility_only,-0.035172841195559856,0.7,0.0
R3_adversarial,24,joint,-0.035172841195559856,0.7,0.0
R3_adversarial,25,no_graph,0.0,0.7,1.0
R3_adversarial,25,equal,0.04001656043930851,0.75,0.0
R3_adversarial,25,stability_only,0.04001656043930851,0.75,0.0
R3_adversarial,25,utility_only,0.04001656043930851,0.75,0.0
R3_adversarial,25,joint,0.04001656043930851,0.75,0.0
R3_adversarial,26,no_graph,0.0,0.6,1.0
R3_adversarial,26,equal,-0.07177456410990712,0.6,0.0
R3_adversarial,26,stability_only,-0.07177456410990712,0.6,0.0
R3_adversarial,26,utility_only,-0.012059512225210178,0.65,0.0
R3_adversarial,26,joint,-0.012059512225210178,0.65,0.0
R3_adversarial,27,no_graph,0.0,0.65,1.0
R3_adversarial,27,equal,0.05608655603154089,0.65,0.0
R3_adversarial,27,stability_only,0.05608655603154089,0.65,0.0
R3_adversarial,27,utility_only,0.08393754807486664,0.7,0.0
R3_adversarial,27,joint,0.08393754807486664,0.7,0.0
R3_adversarial,28,no_graph,0.0,0.65,1.0
R3_adversarial,28,equal,0.10046914994239453,0.7,0.0
R3_adversarial,28,stability_only,0.10046914994239442,0.7,0.0
R3_adversarial,28,utility_only,0.10046914994239453,0.7,0.0
R3_adversarial,28,joint,0.10046914994239453,0.7,0.0
R3_adversarial,29,no_graph,0.0,0.6,1.0
R3_adversarial,29,equal,0.04068972652336428,0.65,0.0
R3_adversarial,29,stability_only,0.05788979166205149,0.7,0.0
R3_adversarial,29,utility_only,0.11201517689070628,0.75,0.0
R3_adversarial,29,joint,0.11201517689070628,0.75,0.0
R3_adversarial,30,no_graph,0.0,0.6,1.0
R3_adversarial,30,equal,-0.10933299541322572,0.6,0.0
R3_adversarial,30,stability_only,-0.10933299541322572,0.6,0.0
R3_adversarial,30,utility_only,0.013979352739844297,0.55,0.0
R3_adversarial,30,joint,0.013979352739844297,0.55,0.0
R3_adversarial,31,no_graph,0.0,0.7,1.0
R3_adversarial,31,equal,-0.013925017615446456,0.75,0.0
R3_adversarial,31,stability_only,-0.013925017615446511,0.75,0.0
R3_adversarial,31,utility_only,-0.011673488524788223,0.75,0.0
R3_adversarial,31,joint,-0.011673488524788223,0.75,0.0
R3_adversarial,32,no_graph,0.0,0.65,1.0
R3_adversarial,32,equal,0.020953877958099054,0.7,0.0
R3_adversarial,32,stability_only,0.020953877958099054,0.7,0.0
R3_adversarial,32,utility_only,0.0506543833383033,0.75,0.0
R3_adversarial,32,joint,0.0506543833383033,0.75,0.0
R3_adversarial,33,no_graph,0.0,0.7,1.0
R3_adversarial,33,equal,0.07235230836903084,0.7,0.0
R3_adversarial,33,stability_only,0.07074268728668642,0.7,0.0
R3_adversarial,33,utility_only,0.1854054050455592,0.8,0.0
R3_adversarial,33,joint,0.1854054050455592,0.8,0.0
R3_adversarial,34,no_graph,0.0,0.65,1.0
R3_adversarial,34,equal,-0.0040464170345902994,0.65,0.0
R3_adversarial,34,stability_only,1.1102230246251565e-16,0.65,0.0
R3_adversarial,34,utility_only,0.10249953918088484,0.7,0.0
R3_adversarial,34,joint,0.10249953918088484,0.7,0.0
R3_adversarial,35,no_graph,0.0,0.7,1.0
R3_adversarial,35,equal,0.06777133437688287,0.7,0.0
R3_adversarial,35,stability_only,0.06777133437688282,0.7,0.0
R3_adversarial,35,utility_only,0.07476283460371158,0.75,0.0
R3_adversarial,35,joint,0.07476283460371158,0.75,0.0
R3_adversarial,36,no_graph,0.0,0.75,1.0
R3_adversarial,36,equal,0.06765049975945969,0.75,0.0
R3_adversarial,36,stability_only,0.06765049975945969,0.75,0.0
R3_adversarial,36,utility_only,0.12182335035650077,0.85,0.0
R3_adversarial,36,joint,0.12182335035650077,0.85,0.0
R3_adversarial,37,no_graph,0.0,0.6,1.0
R3_adversarial,37,equal,0.06853955967132863,0.65,0.0
R3_adversarial,37,stability_only,0.059416679415883134,0.65,0.0
R3_adversarial,37,utility_only,0.0,0.6,1.0
R3_adversarial,37,joint,0.0,0.6,1.0
R3_adversarial,38,no_graph,0.0,0.75,1.0
R3_adversarial,38,equal,0.0,0.75,0.0
R3_adversarial,38,stability_only,0.0,0.75,0.0
R3_adversarial,38,utility_only,-5.551115123125783e-17,0.75,0.0
R3_adversarial,38,joint,-5.551115123125783e-17,0.75,0.0
R3_adversarial,39,no_graph,0.0,0.65,1.0
R3_adversarial,39,equal,1.1102230246251565e-16,0.65,0.0
R3_adversarial,39,stability_only,0.058638600289766196,0.65,0.0
R3_adversarial,39,utility_only,0.18636911630750197,0.7,0.0
R3_adversarial,39,joint,0.18636911630750197,0.7,0.0
R3_adversarial,40,no_graph,0.0,0.6,1.0
R3_adversarial,40,equal,0.0349201805248639,0.65,0.0
R3_adversarial,40,stability_only,0.06158745955858702,0.75,0.0
R3_adversarial,40,utility_only,0.06270952308651712,0.75,0.0
R3_adversarial,40,joint,0.06270952308651712,0.75,0.0
R3_adversarial,41,no_graph,0.0,0.75,1.0
R3_adversarial,41,equal,-0.026064418313569315,0.75,0.0
R3_adversarial,41,stability_only,-0.026064418313569426,0.75,0.0
R3_adversarial,41,utility_only,0.03188642252882312,0.8,0.0
R3_adversarial,41,joint,0.03188642252882312,0.8,0.0
R3_adversarial,42,no_graph,0.0,0.7,1.0
R3_adversarial,42,equal,-0.03299003559546326,0.7,0.0
R3_adversarial,42,stability_only,-0.03299003559546321,0.7,0.0
R3_adversarial,42,utility_only,0.011885504902301336,0.75,0.0
R3_adversarial,42,joint,0.01188550490230128,0.75,0.0
R3_adversarial,43,no_graph,0.0,0.6,1.0
R3_adversarial,43,equal,0.011366368864753007,0.6,0.0
R3_adversarial,43,stability_only,0.011366368864753174,0.6,0.0
R3_adversarial,43,utility_only,0.022396631521337473,0.7,0.0
R3_adversarial,43,joint,0.022396631521337473,0.7,0.0
R3_adversarial,44,no_graph,0.0,0.7,1.0
R3_adversarial,44,equal,2.220446049250313e-16,0.7,0.0
R3_adversarial,44,stability_only,0.0,0.7,0.0
R3_adversarial,44,utility_only,2.220446049250313e-16,0.7,0.0
R3_adversarial,44,joint,2.220446049250313e-16,0.7,0.0
R3_adversarial,45,no_graph,0.0,0.65,1.0
R3_adversarial,45,equal,0.00577363233858097,0.65,0.0
R3_adversarial,45,stability_only,0.0,0.65,0.0
R3_adversarial,45,utility_only,0.0156776275138365,0.7,0.0
R3_adversarial,45,joint,0.01567762751383639,0.7,0.0
R3_adversarial,46,no_graph,0.0,0.7,1.0
R3_adversarial,46,equal,-0.09514316418504776,0.65,0.0
R3_adversarial,46,stability_only,-0.01633213086194485,0.7,0.0
R3_adversarial,46,utility_only,0.0,0.7,0.0
R3_adversarial,46,joint,0.0,0.7,0.0
R3_adversarial,47,no_graph,0.0,0.65,1.0
R3_adversarial,47,equal,0.09769628771561367,0.7,0.0
R3_adversarial,47,stability_only,0.09769628771561373,0.7,0.0
R3_adversarial,47,utility_only,0.12043600597059301,0.7,0.0
R3_adversarial,47,joint,0.12043600597059301,0.7,0.0
R3_adversarial,48,no_graph,0.0,0.65,1.0
R3_adversarial,48,equal,-0.011306328144416011,0.7,0.0
R3_adversarial,48,stability_only,-0.011306328144416122,0.7,0.0
R3_adversarial,48,utility_only,0.0,0.65,1.0
R3_adversarial,48,joint,0.0,0.65,1.0
R3_adversarial,49,no_graph,0.0,0.7,1.0
R3_adversarial,49,equal,0.11702844663807443,0.75,0.0
R3_adversarial,49,stability_only,0.11702844663807455,0.75,0.0
R3_adversarial,49,utility_only,0.15502796267177327,0.8,0.0
R3_adversarial,49,joint,0.15502796267177327,0.8,0.0
R4_all_harmful,0,no_graph,0.0,0.65,1.0
R4_all_harmful,0,equal,-0.02263225696187876,0.6,0.0
R4_all_harmful,0,stability_only,-0.022632256961878816,0.6,0.0
R4_all_harmful,0,utility_only,0.0,0.65,1.0
R4_all_harmful,0,joint,0.0,0.65,1.0
R4_all_harmful,1,no_graph,0.0,0.55,1.0
R4_all_harmful,1,equal,-0.010642689370432223,0.5,0.0
R4_all_harmful,1,stability_only,-0.018604769676552224,0.5,0.0
R4_all_harmful,1,utility_only,0.0,0.55,1.0
R4_all_harmful,1,joint,0.0,0.55,1.0
R4_all_harmful,2,no_graph,0.0,0.55,1.0
R4_all_harmful,2,equal,-1.1102230246251565e-16,0.55,0.0
R4_all_harmful,2,stability_only,-1.1102230246251565e-16,0.55,0.0
R4_all_harmful,2,utility_only,0.01567865806290769,0.5,0.0
R4_all_harmful,2,joint,0.01567865806290758,0.5,0.0
R4_all_harmful,3,no_graph,0.0,0.65,1.0
R4_all_harmful,3,equal,0.009950894566246982,0.65,0.0
R4_all_harmful,3,stability_only,0.009950894566246982,0.65,0.0
R4_all_harmful,3,utility_only,0.0,0.65,1.0
R4_all_harmful,3,joint,0.0,0.65,1.0
R4_all_harmful,4,no_graph,0.0,0.65,1.0
R4_all_harmful,4,equal,-0.07982031229437292,0.6,0.0
R4_all_harmful,4,stability_only,-0.07982031229437292,0.6,0.0
R4_all_harmful,4,utility_only,-0.05683698858861208,0.6,0.0
R4_all_harmful,4,joint,-0.05683698858861208,0.6,0.0
R4_all_harmful,5,no_graph,0.0,0.7,1.0
R4_all_harmful,5,equal,-0.04064349100724712,0.65,0.0
R4_all_harmful,5,stability_only,-0.04064349100724712,0.65,0.0
R4_all_harmful,5,utility_only,-0.05862154828605687,0.65,0.0
R4_all_harmful,5,joint,-0.05862154828605687,0.65,0.0
R4_all_harmful,6,no_graph,0.0,0.45,1.0
R4_all_harmful,6,equal,0.07127458638383044,0.45,0.0
R4_all_harmful,6,stability_only,0.07127458638383044,0.45,0.0
R4_all_harmful,6,utility_only,0.0,0.45,1.0
R4_all_harmful,6,joint,0.0,0.45,1.0
R4_all_harmful,7,no_graph,0.0,0.55,1.0
R4_all_harmful,7,equal,-0.0440204587540769,0.55,0.0
R4_all_harmful,7,stability_only,-0.0440204587540769,0.55,0.0
R4_all_harmful,7,utility_only,0.0,0.55,1.0
R4_all_harmful,7,joint,0.0,0.55,1.0
R4_all_harmful,8,no_graph,0.0,0.55,1.0
R4_all_harmful,8,equal,-0.04176106440173921,0.5,0.0
R4_all_harmful,8,stability_only,-0.04176106440173921,0.5,0.0
R4_all_harmful,8,utility_only,0.0,0.55,1.0
R4_all_harmful,8,joint,0.0,0.55,1.0
R4_all_harmful,9,no_graph,0.0,0.7,1.0
R4_all_harmful,9,equal,0.0,0.7,0.0
R4_all_harmful,9,stability_only,0.0,0.7,0.0
R4_all_harmful,9,utility_only,0.0,0.7,1.0
R4_all_harmful,9,joint,0.0,0.7,1.0
R4_all_harmful,10,no_graph,0.0,0.55,1.0
R4_all_harmful,10,equal,0.0,0.55,0.0
R4_all_harmful,10,stability_only,0.0,0.55,0.0
R4_all_harmful,10,utility_only,0.0,0.55,1.0
R4_all_harmful,10,joint,0.0,0.55,1.0
R4_all_harmful,11,no_graph,0.0,0.6,1.0
R4_all_harmful,11,equal,0.0026416305892952296,0.6,0.0
R4_all_harmful,11,stability_only,0.0026416305892952296,0.6,0.0
R4_all_harmful,11,utility_only,-0.001464134780381876,0.6,0.0
R4_all_harmful,11,joint,-0.001464134780381876,0.6,0.0
R4_all_harmful,12,no_graph,0.0,0.65,1.0
R4_all_harmful,12,equal,-0.027017307333968454,0.6,0.0
R4_all_harmful,12,stability_only,-0.027017307333968454,0.6,0.0
R4_all_harmful,12,utility_only,-0.047555134929349374,0.55,0.0
R4_all_harmful,12,joint,-0.047555134929349374,0.55,0.0
R4_all_harmful,13,no_graph,0.0,0.65,1.0
R4_all_harmful,13,equal,1.1102230246251565e-16,0.65,0.0
R4_all_harmful,13,stability_only,1.1102230246251565e-16,0.65,0.0
R4_all_harmful,13,utility_only,0.0,0.65,1.0
R4_all_harmful,13,joint,0.0,0.65,1.0
R4_all_harmful,14,no_graph,0.0,0.65,1.0
R4_all_harmful,14,equal,0.0017561377453185756,0.65,0.0
R4_all_harmful,14,stability_only,0.0017561377453185756,0.65,0.0
R4_all_harmful,14,utility_only,0.0,0.65,1.0
R4_all_harmful,14,joint,0.0,0.65,1.0
R4_all_harmful,15,no_graph,0.0,0.75,1.0
R4_all_harmful,15,equal,-0.06257424599075695,0.7,0.0
R4_all_harmful,15,stability_only,-0.07014980448829405,0.7,0.0
R4_all_harmful,15,utility_only,-0.06971002164558543,0.7,0.0
R4_all_harmful,15,joint,-0.06971002164558543,0.7,0.0
R4_all_harmful,16,no_graph,0.0,0.7,1.0
R4_all_harmful,16,equal,-0.1049007691070235,0.65,0.0
R4_all_harmful,16,stability_only,-0.1049007691070235,0.65,0.0
R4_all_harmful,16,utility_only,0.0,0.7,1.0
R4_all_harmful,16,joint,0.0,0.7,1.0
R4_all_harmful,17,no_graph,0.0,0.65,1.0
R4_all_harmful,17,equal,-0.031728272221369314,0.6,0.0
R4_all_harmful,17,stability_only,-0.031728272221369314,0.6,0.0
R4_all_harmful,17,utility_only,0.0,0.65,1.0
R4_all_harmful,17,joint,0.0,0.65,1.0
R4_all_harmful,18,no_graph,0.0,0.7,1.0
R4_all_harmful,18,equal,-0.04323396739722973,0.65,0.0
R4_all_harmful,18,stability_only,-0.04323396739722973,0.65,0.0
R4_all_harmful,18,utility_only,-0.056737028780099896,0.65,0.0
R4_all_harmful,18,joint,-0.056737028780099896,0.65,0.0
R4_all_harmful,19,no_graph,0.0,0.7,1.0
R4_all_harmful,19,equal,-0.035289981788169056,0.6,0.0
R4_all_harmful,19,stability_only,-0.035289981788169056,0.6,0.0
R4_all_harmful,19,utility_only,-0.03713332568740885,0.65,0.0
R4_all_harmful,19,joint,-0.03713332568740885,0.65,0.0
R4_all_harmful,20,no_graph,0.0,0.65,1.0
R4_all_harmful,20,equal,0.0,0.65,0.0
R4_all_harmful,20,stability_only,0.0,0.65,0.0
R4_all_harmful,20,utility_only,0.0,0.65,1.0
R4_all_harmful,20,joint,0.0,0.65,1.0
R4_all_harmful,21,no_graph,0.0,0.7,1.0
R4_all_harmful,21,equal,-0.10579446579060442,0.65,0.0
R4_all_harmful,21,stability_only,-0.10579446579060442,0.65,0.0
R4_all_harmful,21,utility_only,0.0,0.7,1.0
R4_all_harmful,21,joint,0.0,0.7,1.0
R4_all_harmful,22,no_graph,0.0,0.7,1.0
R4_all_harmful,22,equal,0.0,0.7,0.0
R4_all_harmful,22,stability_only,0.02140927985550556,0.7,0.0
R4_all_harmful,22,utility_only,0.028067884745566096,0.7,0.0
R4_all_harmful,22,joint,0.028067884745565985,0.7,0.0
R4_all_harmful,23,no_graph,0.0,0.75,1.0
R4_all_harmful,23,equal,-0.08935846621280025,0.7,0.0
R4_all_harmful,23,stability_only,-0.08935846621280025,0.7,0.0
R4_all_harmful,23,utility_only,0.0,0.75,1.0
R4_all_harmful,23,joint,0.0,0.75,1.0
R4_all_harmful,24,no_graph,0.0,0.65,1.0
R4_all_harmful,24,equal,1.1102230246251565e-16,0.65,0.0
R4_all_harmful,24,stability_only,1.1102230246251565e-16,0.65,0.0
R4_all_harmful,24,utility_only,0.0,0.65,1.0
R4_all_harmful,24,joint,0.0,0.65,1.0
R4_all_harmful,25,no_graph,0.0,0.65,1.0
R4_all_harmful,25,equal,0.05528131113372259,0.65,0.0
R4_all_harmful,25,stability_only,0.0552813111337227,0.65,0.0
R4_all_harmful,25,utility_only,0.0,0.65,1.0
R4_all_harmful,25,joint,0.0,0.65,1.0
R4_all_harmful,26,no_graph,0.0,0.65,1.0
R4_all_harmful,26,equal,6.925053251088942e-05,0.65,0.0
R4_all_harmful,26,stability_only,6.925053251088942e-05,0.65,0.0
R4_all_harmful,26,utility_only,0.0,0.65,1.0
R4_all_harmful,26,joint,0.0,0.65,1.0
R4_all_harmful,27,no_graph,0.0,0.7,1.0
R4_all_harmful,27,equal,-0.0716229154503003,0.65,0.0
R4_all_harmful,27,stability_only,-0.0716229154503003,0.65,0.0
R4_all_harmful,27,utility_only,-0.08033552688769385,0.65,0.0
R4_all_harmful,27,joint,-0.08033552688769385,0.65,0.0
R4_all_harmful,28,no_graph,0.0,0.7,1.0
R4_all_harmful,28,equal,-0.019802213509132027,0.65,0.0
R4_all_harmful,28,stability_only,-0.019802213509132027,0.65,0.0
R4_all_harmful,28,utility_only,-0.16102883215724273,0.55,0.0
R4_all_harmful,28,joint,-0.16102883215724273,0.55,0.0
R4_all_harmful,29,no_graph,0.0,0.6,1.0
R4_all_harmful,29,equal,-0.1155277288750658,0.55,0.0
R4_all_harmful,29,stability_only,-0.07895307679703745,0.55,0.0
R4_all_harmful,29,utility_only,0.0,0.6,1.0
R4_all_harmful,29,joint,0.0,0.6,1.0
R4_all_harmful,30,no_graph,0.0,0.55,1.0
R4_all_harmful,30,equal,0.027197730731637115,0.55,0.0
R4_all_harmful,30,stability_only,0.027197730731637115,0.55,0.0
R4_all_harmful,30,utility_only,0.09169316453038467,0.55,0.0
R4_all_harmful,30,joint,0.09169316453038467,0.55,0.0
R4_all_harmful,31,no_graph,0.0,0.7,1.0
R4_all_harmful,31,equal,-0.015209413418898643,0.65,0.0
R4_all_harmful,31,stability_only,-0.015209413418898643,0.65,0.0
R4_all_harmful,31,utility_only,0.0,0.7,1.0
R4_all_harmful,31,joint,0.0,0.7,1.0
R4_all_harmful,32,no_graph,0.0,0.6,1.0
R4_all_harmful,32,equal,-0.01731258150725723,0.55,0.0
R4_all_harmful,32,stability_only,-0.01731258150725723,0.55,0.0
R4_all_harmful,32,utility_only,0.0,0.6,1.0
R4_all_harmful,32,joint,0.0,0.6,1.0
R4_all_harmful,33,no_graph,0.0,0.65,1.0
R4_all_harmful,33,equal,-0.038235048122284176,0.6,0.0
R4_all_harmful,33,stability_only,-0.018796187235924355,0.6,0.0
R4_all_harmful,33,utility_only,0.0,0.65,1.0
R4_all_harmful,33,joint,0.0,0.65,1.0
R4_all_harmful,34,no_graph,0.0,0.65,1.0
R4_all_harmful,34,equal,0.04691155880631265,0.65,0.0
R4_all_harmful,34,stability_only,0.04691155880631265,0.65,0.0
